# 1000,50
-1.226,-1.375,-2.291,-1.282,1.093,1.026,-1.312,-2.095,-0.793,-1.307,-1.620,0.188,-1.743,0.780,-0.314,-1.407,-1.790,-1.023,0.633,-2.406,-1.082,-1.551,-1.605,-2.580,-2.469,0.354,-1.888,0.105,-2.006,-1.861,-1.570,-1.387,-1.758,-2.883,-1.669,-3.197,-0.911,0.521,-1.131,0.014,-0.922,-2.932,-2.098,-1.329,-0.380,-0.917,-1.804,-0.795,0.270,-1.915,-1.000
-1.568,-1.363,-0.638,-0.914,-0.229,0.501,-1.105,-1.878,0.003,-2.744,-1.989,-1.170,-1.204,-2.354,-3.376,0.092,-0.046,-2.655,-2.830,-0.258,-0.781,-0.727,-1.770,-0.282,-0.409,-1.347,-0.524,-0.580,0.003,1.266,-1.120,-1.537,0.418,-0.252,-1.338,-1.384,-0.195,-2.995,-1.648,-0.049,-2.735,-2.395,0.177,-2.381,-1.777,-1.345,-0.697,-3.156,-1.477,0.294,-1.000
1.529,-0.026,0.175,0.123,0.745,0.593,1.834,-1.305,2.360,1.444,1.105,0.403,1.409,1.622,1.192,0.780,1.061,0.926,0.355,3.444,2.998,1.838,3.211,1.456,0.884,2.010,0.596,0.244,2.154,0.251,0.104,1.275,2.400,0.817,-1.347,2.772,0.476,-0.635,1.088,1.838,-1.103,0.040,0.143,-0.882,0.755,1.905,0.585,0.827,1.363,1.111,1.000
1.064,1.773,0.475,-0.106,0.204,1.437,0.130,3.366,2.187,0.723,2.366,-0.974,-0.998,2.139,0.220,0.012,1.336,0.454,0.798,3.641,1.886,-0.043,1.533,1.064,0.916,2.509,1.196,-0.374,0.545,1.175,1.199,3.482,3.157,0.630,-1.288,-0.300,0.258,-0.353,-0.024,0.368,2.351,3.277,0.947,0.163,2.173,0.655,-0.890,1.984,2.766,1.326,1.000
-0.924,0.598,-1.563,-2.058,-1.514,-0.247,-1.670,-2.335,-1.297,-3.254,-1.253,-0.086,-1.190,-0.677,-0.932,-1.188,-0.310,-1.827,-1.354,-2.005,0.262,-1.704,-0.992,-1.579,0.019,-1.456,-2.498,-0.043,-2.785,-0.913,-1.043,-1.686,-1.982,-0.794,-0.376,-2.373,-0.486,0.703,-1.553,0.482,-0.944,-1.535,-2.719,-1.919,-1.065,-1.469,0.330,0.029,-0.881,-0.820,-1.000
-0.354,-0.081,2.574,2.319,1.012,0.908,0.883,1.032,1.467,0.271,1.136,1.188,1.702,0.676,0.203,-0.217,0.969,1.131,0.133,2.078,2.009,1.992,1.685,1.765,2.625,1.847,-0.580,1.460,2.296,1.820,0.582,1.027,0.167,1.262,0.486,1.214,-0.431,1.854,2.443,2.428,0.616,0.508,2.801,0.926,1.530,0.118,1.704,0.787,0.230,0.868,1.000
2.461,0.946,1.012,2.427,-0.209,1.676,-0.240,0.741,0.502,0.705,2.138,2.240,1.639,1.571,1.904,0.920,-0.427,0.606,0.156,1.551,-0.841,-0.063,0.797,2.925,-0.133,2.910,1.810,0.567,1.534,-0.037,2.165,1.552,2.325,1.482,-0.245,1.838,0.360,2.134,2.810,-0.107,0.471,0.439,-0.309,1.220,1.083,0.936,2.070,0.968,1.076,0.505,1.000
1.552,0.531,0.623,0.611,1.312,1.793,1.992,1.365,-0.732,0.856,0.629,2.418,2.069,1.501,1.277,0.661,2.899,1.788,-0.244,-0.079,0.379,-0.687,0.080,-0.200,2.379,1.761,2.471,1.442,0.988,1.294,-1.272,1.935,1.943,-1.028,0.177,0.360,1.735,0.187,0.315,1.962,-0.570,0.249,1.633,-0.306,1.016,1.130,0.377,1.011,-0.476,1.752,1.000
1.658,2.401,1.585,-0.496,0.255,1.851,2.261,1.417,2.759,2.092,0.257,1.571,1.850,-1.056,0.060,2.407,3.677,0.884,1.650,0.629,1.074,0.969,0.205,-0.634,3.401,-0.218,0.563,1.249,1.712,1.127,0.613,3.129,-0.319,1.496,-2.080,-0.395,1.529,0.397,-0.844,0.648,2.162,0.605,2.044,-0.643,2.122,0.260,2.356,1.088,-1.169,0.698,1.000
0.368,-1.284,-1.261,-0.579,-0.123,-1.335,-1.838,-1.772,-1.408,-0.686,-2.356,-0.818,-1.052,-1.710,-0.863,-0.429,1.103,-1.976,-1.414,-0.209,-2.361,-2.251,-1.487,-1.926,-1.587,-0.468,0.628,-2.078,-1.368,0.067,-0.375,-1.271,0.059,-2.309,-1.963,-0.266,1.233,-0.752,-0.619,-1.533,-0.387,-0.716,-0.808,-2.047,-0.548,-1.537,-0.569,-2.842,-1.130,-0.359,-1.000
-3.305,-1.740,-0.888,-0.166,-1.006,-0.296,-0.168,-1.269,-1.279,1.096,0.443,1.289,-1.021,-0.915,0.588,0.474,-0.740,-0.563,0.202,-1.345,-0.027,-1.703,-1.484,-0.079,-1.899,-2.742,-0.873,-1.275,-0.277,-0.901,-0.256,-1.944,-1.159,-0.617,-0.351,0.418,-1.057,-2.267,-0.787,-0.896,-1.024,0.490,-1.501,1.250,-1.490,-2.386,0.122,0.482,-1.426,-0.481,-1.000
0.680,0.764,0.886,2.997,0.812,1.942,-0.595,-0.347,0.057,0.708,1.071,1.860,0.570,2.083,2.196,-0.006,1.109,0.794,0.817,0.497,2.421,0.095,0.156,0.763,1.304,0.920,0.507,0.649,0.409,-0.122,1.012,0.430,2.437,1.014,1.752,1.185,1.248,0.972,0.132,0.681,-1.405,0.074,1.245,1.733,1.430,1.584,0.113,0.972,0.409,-1.618,1.000
0.107,-2.228,-3.443,-1.540,-1.100,-0.959,-0.896,-0.802,-1.465,-1.204,-3.570,-1.152,-1.519,-1.105,-0.555,-1.968,-0.946,-1.451,0.585,-0.554,-1.706,-2.077,-0.411,-0.075,-0.959,-1.085,-1.166,-2.287,-0.048,-0.442,-1.235,-2.588,-1.895,-0.524,0.400,-0.407,-0.046,-2.013,-1.167,-0.958,-1.172,-1.161,-1.017,-0.864,-0.104,-2.332,-0.387,-0.902,-1.434,-1.910,-1.000
-0.361,0.805,-1.059,0.015,-1.469,0.081,-0.273,-1.353,-0.454,0.358,-1.202,-0.293,0.705,-1.830,-1.106,-1.842,-0.390,-0.469,-1.918,-0.392,-2.633,-1.484,-2.377,-1.130,-0.808,-0.749,-1.917,-0.259,-1.130,-1.025,0.047,-1.144,1.196,-0.777,-0.150,-0.573,-1.455,-0.280,-0.656,-1.314,-2.920,-1.455,-1.921,-1.227,-1.817,-1.430,-0.868,-0.391,-1.296,-1.116,-1.000
2.931,2.141,-0.849,2.499,3.085,0.826,0.673,0.082,1.228,-1.392,0.739,1.590,0.622,0.621,-0.069,1.578,1.643,1.578,1.346,1.553,0.146,1.609,0.679,0.423,1.876,0.970,1.757,2.705,1.333,2.079,2.528,1.353,1.837,0.005,-0.429,0.123,2.825,-0.822,1.530,-0.870,0.581,-0.735,-0.258,1.395,-0.103,2.410,0.488,2.145,2.749,-1.164,1.000
0.915,0.553,1.640,0.305,-1.417,0.599,2.448,0.940,-0.667,2.242,0.596,0.897,1.222,1.405,-0.374,0.654,0.156,0.567,0.543,0.141,-0.821,0.590,0.492,1.844,0.949,3.545,-0.534,1.463,-0.011,3.849,0.930,0.913,1.749,1.748,0.324,0.314,2.476,0.888,1.384,-1.100,2.539,1.342,0.532,0.647,0.987,2.154,1.682,1.542,0.399,0.316,1.000
-1.297,-1.033,-0.872,-1.314,-2.646,-0.136,-2.907,0.460,-0.871,0.364,0.312,-1.249,-2.630,0.068,-1.135,-1.903,-0.957,-2.472,-1.308,-0.462,-3.360,-1.153,0.257,-2.549,-1.190,1.510,-2.222,-1.735,-3.742,-1.100,-1.177,-2.126,1.124,-0.553,-1.708,-1.682,-0.885,0.345,-0.645,-0.583,-0.788,0.163,-0.175,-1.237,-1.754,-2.270,0.241,-0.395,0.216,-1.066,-1.000
-1.724,0.544,-1.389,-1.431,-1.174,-0.739,0.925,-2.978,-1.316,0.063,-2.865,-0.637,-0.920,-1.799,-0.968,-0.973,-1.726,-1.186,-1.158,-0.697,-1.900,0.435,-2.779,-0.050,-1.885,-0.451,-1.016,0.060,1.004,-0.441,-0.514,-1.228,-0.484,-0.992,-1.234,-2.104,-1.954,-1.642,-2.067,-1.759,-1.011,-0.020,-2.124,-1.065,0.786,-1.588,-1.875,0.588,-1.367,0.727,-1.000
0.525,3.323,1.636,0.642,0.226,0.621,1.036,0.878,-0.036,-0.515,1.817,0.971,-0.100,0.870,0.877,2.296,1.996,1.604,1.437,0.547,0.914,0.751,2.799,0.224,2.359,1.450,1.037,0.448,0.092,1.016,0.225,1.348,0.847,2.727,0.732,0.228,-0.143,1.661,1.914,1.858,-0.532,-0.920,3.683,1.926,0.755,0.072,1.053,0.417,1.389,0.493,1.000
-1.052,-1.971,0.766,-0.144,-1.378,-0.224,-0.351,-2.915,-0.734,-1.514,-1.280,-0.752,-1.776,-0.118,-1.520,-1.509,-2.667,-0.884,-3.350,0.400,-0.823,-0.753,1.644,-0.176,-2.741,-2.300,-0.803,-1.127,-0.232,-0.140,-0.219,-0.066,-0.812,-0.332,-0.127,-0.820,-2.837,-1.821,-1.579,-2.573,-0.922,0.362,-1.458,-2.557,-2.343,-1.464,-1.290,-1.599,-1.878,0.392,-1.000
0.147,1.735,1.772,1.266,0.071,1.533,0.423,-0.027,0.251,1.735,-0.060,0.455,1.109,1.113,-0.178,-0.925,-0.015,0.806,3.229,0.553,1.563,1.686,1.256,1.513,-0.098,1.457,-0.264,0.085,0.535,0.660,1.179,2.256,1.382,1.007,1.570,1.008,-0.927,1.504,0.825,0.832,1.144,1.102,0.334,1.519,1.501,0.819,-1.324,0.806,2.278,0.033,1.000
1.008,0.906,1.640,1.531,2.921,-0.207,1.482,3.006,-1.200,-0.185,0.636,1.407,1.220,1.219,1.168,-0.107,1.547,3.279,0.142,1.837,0.022,1.286,0.408,1.579,2.488,-0.576,-0.768,0.367,2.445,1.461,1.229,-0.433,3.545,0.657,3.173,1.071,1.478,1.228,1.143,1.051,-1.153,1.994,2.098,-0.138,1.854,2.074,-0.179,2.019,0.585,0.706,1.000
-2.586,-0.880,-0.946,-0.442,-0.979,-2.275,-1.495,0.170,-1.624,0.557,-1.273,-1.751,1.063,-2.405,-0.052,-1.861,-0.282,-0.505,-1.835,-0.489,-0.248,-0.431,0.146,-1.577,-2.281,-0.695,-0.341,-0.598,-1.001,-1.607,-1.809,-1.822,-0.955,0.496,-1.697,-0.756,-1.749,-1.144,-1.152,-2.059,-0.055,-1.868,-1.850,-0.140,-3.001,-1.172,-0.640,-1.553,-0.250,-2.538,-1.000
0.493,-0.306,1.811,1.246,2.035,1.966,1.370,1.253,1.046,-0.237,-0.020,-0.418,0.587,-0.307,1.312,0.742,1.398,2.111,2.220,-1.115,0.225,0.159,1.771,-0.295,1.748,2.462,2.099,3.179,1.476,0.464,2.756,1.390,1.780,0.852,1.081,1.963,2.251,1.676,0.871,1.903,1.254,-0.277,1.289,0.331,2.074,0.408,2.881,-0.106,-0.493,-0.750,1.000
0.785,-2.001,1.842,-0.442,-0.692,-0.752,0.104,-0.352,-1.341,-1.195,-2.134,0.487,-2.187,0.747,-1.547,-2.752,0.092,-1.112,-1.285,-1.934,-1.095,-2.020,-0.712,-2.975,-1.591,0.906,-2.524,-2.349,-1.212,-0.260,0.156,-2.261,-0.284,0.520,0.329,-1.513,-2.716,-1.132,-0.012,-3.130,-1.233,-2.042,-1.407,-2.925,0.773,0.743,-1.482,-2.307,-1.350,-1.651,-1.000
1.376,0.261,1.579,1.703,0.963,0.080,1.357,-0.189,1.553,0.748,1.948,2.384,1.295,-1.197,2.539,-0.417,1.237,2.188,0.790,0.805,-0.181,0.797,1.297,2.132,0.314,0.013,1.567,0.545,0.528,2.026,0.856,0.061,0.452,-0.129,1.387,0.108,3.329,3.108,1.373,1.402,0.666,0.735,1.057,1.788,2.085,-0.613,0.504,2.577,1.373,1.900,1.000
1.143,-0.907,1.801,1.641,0.415,1.393,1.584,1.361,0.927,2.464,-0.382,-0.338,1.783,1.548,2.476,1.306,0.474,2.217,2.533,0.743,0.218,0.421,0.449,1.522,2.230,0.179,1.593,2.137,-0.100,2.514,2.560,0.238,1.429,-0.322,-1.003,2.178,1.715,0.483,2.208,-1.970,1.684,0.818,1.506,-0.181,-1.072,1.011,-1.027,0.409,0.385,-0.076,1.000
-0.063,-2.638,-3.055,-2.608,-1.134,-1.471,0.904,-0.617,-0.272,-1.419,-0.407,1.028,0.808,-0.727,-1.594,-2.152,-0.126,-1.687,-1.879,-1.644,-1.842,-1.474,-1.603,-3.845,-1.651,0.164,-0.722,0.415,-1.368,-0.903,-1.063,-1.634,0.435,-1.515,-1.832,-0.774,-1.778,-1.696,1.339,-0.960,-1.862,-0.950,-0.090,-1.359,-1.853,-0.833,-1.508,-0.598,-1.399,-1.268,-1.000
-0.025,0.388,0.028,-0.987,1.054,1.979,0.043,-0.791,1.238,1.426,1.190,0.519,-0.130,1.842,0.234,0.352,0.836,1.299,0.760,-0.799,1.849,0.005,1.248,-0.340,1.153,2.159,0.487,1.915,0.886,1.684,1.460,0.478,0.713,1.448,-0.967,-0.279,1.662,0.825,0.861,2.254,0.699,0.957,0.067,-0.815,1.796,1.674,0.266,1.008,-0.914,1.530,1.000
-3.532,-1.741,-0.829,-1.835,-0.715,-2.933,1.389,-0.589,-0.941,-0.712,-1.263,-1.313,0.006,-0.334,0.631,1.126,0.317,-0.006,-0.048,-1.766,0.490,-0.758,0.841,-0.657,-1.031,-2.269,-2.266,-1.759,1.310,1.157,-0.135,-0.673,-0.153,-1.046,-0.863,-1.412,-2.167,0.039,-0.247,-1.514,-0.668,-1.959,-3.477,-2.021,0.877,-1.415,-0.192,-1.986,-2.363,1.335,-1.000
1.719,1.711,1.662,1.775,0.444,0.077,-0.174,0.195,0.085,1.626,-1.167,0.925,-0.837,1.224,0.466,-0.035,0.981,1.106,0.670,0.786,3.086,0.169,0.327,1.251,1.191,1.011,0.554,0.421,0.154,1.547,0.806,0.843,2.100,3.062,1.400,1.023,1.845,0.663,0.492,-0.521,0.724,2.072,1.635,0.037,1.227,0.671,2.416,0.823,1.132,2.376,1.000
-0.279,0.968,0.338,1.533,1.625,1.185,-0.306,1.497,2.661,0.717,-0.807,1.704,0.814,0.122,1.429,0.430,-0.772,1.588,-0.037,-0.730,-0.806,2.174,0.786,2.179,2.444,1.779,-0.399,0.539,1.910,0.458,0.834,0.328,1.384,0.610,-0.910,1.889,1.608,2.481,0.033,0.883,1.341,1.800,0.157,1.591,1.608,-0.296,0.131,1.265,2.238,1.131,1.000
-1.691,0.199,0.171,2.524,0.378,0.077,1.778,0.532,0.469,0.594,1.414,0.103,0.534,3.147,-1.084,1.103,0.825,2.802,1.129,1.556,0.305,0.460,2.126,2.098,-0.868,-0.201,-0.950,-0.248,1.713,2.747,2.552,2.184,2.691,-0.668,1.353,1.127,-0.614,-0.358,0.700,0.112,0.187,0.307,1.670,1.122,1.560,1.464,1.315,0.812,2.761,1.726,1.000
0.462,0.832,3.542,2.076,1.008,0.631,-0.035,-0.604,-0.324,1.621,1.428,1.160,2.010,-0.173,0.767,0.973,0.777,1.132,0.263,1.656,1.150,0.016,2.073,1.968,1.185,-0.261,2.180,0.689,-0.047,1.992,0.387,1.659,0.254,-0.134,0.788,1.572,-1.952,1.397,-0.688,-0.768,0.962,0.198,-0.610,1.550,0.731,1.529,1.169,1.357,1.878,1.495,1.000
2.512,1.243,0.299,0.765,2.328,2.628,0.089,1.236,1.141,0.561,0.543,2.824,1.083,1.838,-1.313,2.365,2.152,1.232,1.554,2.063,1.008,1.522,0.392,-0.229,1.216,0.521,0.076,0.986,1.819,3.033,-0.606,1.814,1.854,1.124,3.329,0.027,0.860,1.122,0.605,0.199,1.661,-0.083,2.753,1.240,1.118,1.862,-0.098,1.553,-1.485,0.471,1.000
1.324,-0.729,0.696,-0.120,1.069,1.665,1.144,1.034,1.055,1.291,0.602,1.578,3.009,1.397,-0.746,0.166,0.328,0.437,1.133,0.160,1.177,0.028,-1.161,1.177,-0.420,0.593,-0.151,0.419,2.948,-0.445,1.429,2.745,0.160,1.793,1.251,2.151,1.781,-0.998,1.396,1.205,0.956,1.341,-1.252,1.121,1.422,1.373,1.591,0.425,0.495,0.400,1.000
-0.381,-1.612,-1.008,-0.128,-3.006,-0.527,0.309,-1.077,-0.883,-2.011,-0.911,-2.877,-0.390,-1.562,-0.573,-1.046,-1.815,-1.607,-0.878,-1.018,-2.438,-1.738,-2.070,-1.835,0.202,-0.605,-0.755,-0.087,-1.121,-2.311,-1.296,0.186,-1.594,-1.161,-0.663,-1.557,-1.066,-1.368,-2.136,-0.440,1.269,-1.909,-0.075,-1.119,-1.908,-0.916,-0.330,-1.835,-0.788,-1.625,-1.000
-0.328,-0.639,0.592,-1.162,-0.490,-0.190,-0.725,-0.042,0.346,-0.536,-2.054,1.096,-1.925,-1.530,-2.878,-1.484,0.704,-1.092,0.220,-1.394,-1.548,-0.236,-1.056,-2.698,-2.082,-1.048,-1.265,-1.658,-0.576,-0.748,0.384,-0.747,-1.939,-0.674,-1.189,-2.223,-0.443,-1.856,-1.651,-1.952,-1.165,-1.153,-1.495,-0.057,-1.349,-0.104,-2.791,0.272,0.305,1.247,-1.000
-1.137,1.036,0.433,1.462,1.280,-1.008,1.010,1.167,-0.928,0.923,1.344,1.607,2.768,-0.420,1.232,0.492,2.013,0.221,1.265,1.263,2.232,0.885,1.700,1.046,2.328,1.455,1.145,1.219,1.423,1.935,0.671,-0.091,1.110,-0.253,0.637,0.937,3.044,0.663,2.339,1.945,1.575,2.606,-0.979,-0.636,0.542,0.227,-1.252,1.378,0.049,1.664,1.000
2.119,0.610,-0.568,1.654,1.263,1.387,1.427,-0.938,1.994,-1.778,3.205,1.701,0.059,2.201,1.163,3.052,3.135,-0.720,1.237,0.986,-0.207,1.158,2.327,1.954,2.101,1.427,1.926,1.280,0.678,0.464,1.317,2.249,2.553,-0.346,1.214,3.533,2.410,0.236,1.624,1.223,-0.381,1.476,2.367,0.645,-1.420,2.094,1.562,1.452,0.419,1.547,1.000
0.245,-1.842,0.794,0.213,-0.865,-1.907,-0.935,-1.892,-0.210,-1.528,-0.660,-0.791,-2.997,-0.936,-1.551,-1.855,-0.704,0.140,-1.008,-2.316,-1.204,-0.796,-0.515,-1.726,1.778,-1.246,-2.028,0.341,-1.173,0.236,-2.179,-2.390,-1.647,-2.065,-0.414,-1.647,-2.264,0.306,-0.970,-0.914,-1.318,-2.107,-0.402,-1.256,-2.022,-1.529,-0.669,-1.560,-2.727,1.071,-1.000
-1.443,-2.109,-1.568,-1.090,-0.812,-1.764,0.042,-0.077,-2.553,1.232,1.238,-0.023,-0.185,-1.393,-0.197,0.461,-0.056,-0.972,-1.059,-1.504,-1.117,-0.625,-0.199,0.258,-1.635,-1.480,-1.774,-0.365,0.331,-1.332,-2.281,-0.242,0.282,-0.589,-2.558,-0.305,-0.829,-1.576,-1.309,-2.617,-0.772,-2.681,-2.510,-0.850,-2.455,-2.575,-1.667,-1.739,-2.477,-1.350,-1.000
-2.149,-0.891,0.131,0.166,-2.655,-0.932,-0.853,-0.768,0.043,-0.309,-1.733,-1.054,0.134,-0.322,-0.285,-2.634,-1.147,-0.446,-2.171,-2.383,-1.407,-0.239,-1.055,-1.704,-0.577,1.497,-0.293,0.963,-0.765,-1.254,0.527,-2.158,-0.483,-1.153,-0.384,-0.600,-1.296,-0.835,0.104,-2.033,-0.510,-0.247,-1.632,-1.102,-0.157,-0.921,0.262,0.038,-0.849,-2.153,-1.000
2.773,2.649,2.836,0.066,1.001,-0.060,-0.139,1.205,0.825,2.377,2.829,-0.374,0.519,1.609,2.110,2.380,0.135,-0.072,-0.177,0.267,0.435,1.317,1.842,0.496,0.854,1.431,-0.361,1.560,1.364,0.155,2.030,0.891,-0.335,-0.989,1.612,0.651,-0.832,0.300,1.800,0.894,1.020,-1.255,-0.357,1.838,1.344,1.639,1.787,0.242,1.219,0.983,1.000
1.045,0.354,1.119,0.529,1.216,1.114,0.952,1.466,1.758,0.920,0.615,1.777,0.797,1.057,-1.124,1.474,0.865,2.649,0.326,1.590,1.186,0.031,1.569,1.890,1.358,1.158,-0.332,1.937,2.203,-0.557,0.771,1.669,0.255,0.659,2.537,0.493,-0.998,-0.729,-0.160,0.711,1.322,0.111,-0.056,2.355,1.765,0.782,1.958,1.268,-0.727,1.858,1.000
1.330,-0.839,2.238,-1.193,-0.098,1.450,1.675,0.811,0.865,0.739,-0.436,0.696,1.155,-0.303,2.136,2.323,0.800,-0.192,-0.711,1.253,1.825,0.425,0.175,2.421,0.911,-0.028,0.924,0.482,0.811,0.152,2.568,0.871,1.181,1.058,1.880,0.457,1.455,2.799,-0.330,-0.650,0.261,-0.413,0.100,-0.775,0.573,1.198,1.444,1.193,2.763,0.828,1.000
1.784,1.109,1.695,2.861,2.146,0.744,0.996,0.670,0.489,0.755,0.468,2.080,2.329,1.472,2.211,2.847,0.309,0.768,0.598,0.575,-0.193,1.992,0.745,0.559,-0.111,-0.057,0.699,1.139,0.904,0.320,0.494,0.327,0.989,1.508,1.535,0.563,0.755,-0.189,1.823,1.196,2.178,-0.316,2.009,2.468,1.685,0.576,2.526,-0.381,0.039,1.161,1.000
0.791,-0.065,-0.345,0.062,2.252,-0.064,2.103,1.132,1.758,1.704,0.950,1.454,2.445,0.614,0.604,0.778,-0.589,0.871,0.265,2.574,1.843,1.377,2.482,3.326,0.920,0.594,0.205,0.930,0.800,0.412,0.750,-0.655,2.762,0.187,0.495,-0.486,-0.524,-0.447,1.868,0.064,1.365,2.262,0.798,1.890,2.383,0.191,3.930,2.514,2.430,1.710,1.000
-1.509,-0.127,-0.710,-1.476,-2.600,-1.031,-1.119,-1.099,0.214,-1.136,-1.366,-1.236,0.219,-0.368,-1.203,1.404,-0.598,-0.038,-0.509,-0.349,-0.548,-0.133,-0.588,-1.560,0.252,-0.813,-0.403,-0.653,-0.574,-2.030,0.040,-0.556,-0.285,1.213,-1.359,-2.617,-2.003,-1.529,-1.620,-0.868,-1.303,-3.095,-1.351,-0.947,-1.291,-1.844,-3.252,-0.153,-2.374,-3.125,-1.000
-0.343,-2.962,0.599,-1.350,-1.587,-0.527,-2.154,-1.150,-3.592,-0.583,-2.521,-3.811,-3.242,-0.706,-1.557,-2.758,-2.115,-0.042,-0.511,-0.186,-2.373,-1.210,0.080,2.086,-1.091,-1.236,-2.670,0.051,0.033,-1.704,-1.400,-0.122,-0.693,-3.030,-0.390,-0.293,-2.511,-1.746,0.054,-1.553,-2.583,-0.697,-1.519,-1.645,-1.778,0.057,0.420,-2.761,1.395,-1.362,-1.000
