# 1000,5
1.585,-0.305,0.155,0.620,0.261,1.000
1.288,1.468,1.666,0.293,0.554,1.000
-0.878,0.369,-1.892,-0.942,-0.578,0.000
0.716,0.546,1.098,-0.505,1.946,1.000
-2.005,-2.473,-1.690,0.952,-1.309,0.000
-1.232,-1.754,-0.940,-1.885,-0.187,0.000
1.484,2.062,0.410,0.396,1.131,1.000
-2.041,-0.310,-2.027,-1.259,-2.641,0.000
-2.876,-0.753,-3.165,-2.383,-3.169,0.000
1.664,2.505,2.440,1.884,1.490,1.000
3.747,2.501,2.640,0.592,3.709,1.000
1.650,-0.101,3.359,0.132,1.067,1.000
-0.348,-2.691,-3.001,-3.754,-2.008,0.000
1.381,-0.005,1.679,1.527,1.642,1.000
1.455,-1.200,-2.216,0.183,-0.497,0.000
-1.060,-1.334,-1.116,-1.183,-3.182,0.000
-1.182,-1.946,-1.369,-0.436,-3.557,0.000
2.201,3.104,0.663,1.515,2.302,1.000
-2.249,-1.469,-1.766,-2.288,-2.793,0.000
2.477,1.702,1.952,2.292,1.273,1.000
2.271,-0.517,1.028,-0.086,2.340,1.000
-2.895,-0.399,-1.365,-2.454,-2.109,0.000
-0.007,-1.044,-1.802,-0.128,-3.124,0.000
-1.610,-0.843,-2.393,-2.612,-1.916,0.000
-2.282,-1.877,-2.732,-0.739,-2.292,0.000
-0.861,2.823,1.896,0.056,3.007,1.000
2.565,1.361,1.459,1.802,0.409,1.000
1.974,-1.541,1.681,1.473,1.676,1.000
3.155,3.445,2.962,2.344,2.211,1.000
-3.229,0.512,0.875,-1.985,-0.748,0.000
1.916,3.585,1.551,3.652,0.684,1.000
1.945,1.099,1.565,1.461,2.722,1.000
1.175,0.141,0.755,2.967,2.551,1.000
-1.343,-2.342,-1.459,-2.316,-2.955,0.000
1.056,1.398,2.870,-0.329,0.287,1.000
2.083,2.367,2.012,1.323,1.100,1.000
2.214,0.389,1.619,2.260,1.964,1.000
0.432,0.865,0.676,1.734,1.989,1.000
0.071,-0.959,-2.270,-1.423,-2.251,0.000
1.304,1.111,3.083,3.031,2.001,1.000
2.053,1.387,1.914,2.781,1.197,1.000
1.595,1.562,0.665,0.530,0.878,1.000
-2.608,-1.689,-1.554,-0.604,-1.984,0.000
1.908,0.420,0.815,0.902,2.051,1.000
1.824,0.823,2.724,1.490,1.593,1.000
-3.854,0.184,-1.181,-1.355,-0.355,0.000
0.764,0.885,2.346,1.443,2.523,1.000
-1.683,-1.818,-0.693,1.489,0.173,0.000
0.134,1.552,2.011,2.869,1.876,1.000
1.773,0.949,1.180,2.422,1.873,1.000
0.807,4.355,1.211,2.510,1.017,1.000
-2.044,-1.137,-2.533,0.190,-1.064,0.000
-0.567,-1.255,-2.159,-1.571,-0.955,0.000
-1.059,-0.952,1.955,-0.371,0.067,0.000
-1.873,-0.350,-0.803,-1.662,-1.695,0.000
-2.938,-2.058,-0.794,-1.786,-1.147,0.000
1.048,1.513,1.240,0.812,0.801,1.000
-1.304,-2.033,-1.334,-2.161,-0.606,0.000
3.024,-0.663,1.316,0.174,1.195,1.000
-2.271,-2.949,0.714,-1.301,-0.412,0.000
2.544,0.739,2.450,-0.153,1.335,1.000
-2.500,-2.535,-1.044,-2.634,-0.621,0.000
-1.312,-1.740,-2.600,-1.601,-1.985,0.000
-0.625,-1.330,-1.696,-2.590,-1.543,0.000
0.735,1.813,1.634,0.339,1.367,1.000
0.641,1.876,0.884,-0.120,1.789,1.000
-0.605,-0.723,-1.025,-2.371,-1.432,0.000
1.450,2.114,4.269,2.032,1.125,1.000
1.254,1.354,-0.642,0.073,2.795,1.000
0.560,2.685,2.514,0.122,2.194,1.000
2.239,2.673,1.684,0.697,1.666,1.000
2.481,3.814,2.225,1.461,1.418,1.000
-1.733,-0.747,-0.275,-2.678,-1.096,0.000
-1.756,-0.557,-2.939,-0.997,-2.448,0.000
3.194,1.670,1.517,0.533,1.921,1.000
-1.861,-0.447,-3.749,-0.748,0.048,0.000
0.792,1.682,2.365,1.544,1.723,1.000
-2.361,-0.951,-1.961,-0.713,0.016,0.000
-1.555,-0.780,0.566,-2.411,-1.381,0.000
1.052,1.829,0.327,1.550,0.797,1.000
-1.585,-1.251,-3.145,-1.948,-2.125,0.000
1.440,0.969,1.768,2.583,0.090,1.000
-0.395,0.984,-1.322,-0.616,-1.804,0.000
-0.313,1.057,1.148,2.117,2.421,1.000
0.616,1.270,2.222,1.589,1.938,1.000
2.843,2.486,2.532,0.830,2.733,1.000
2.024,2.565,-1.059,2.094,0.053,1.000
0.331,1.145,-0.459,-1.366,-2.602,0.000
1.264,2.566,1.824,1.793,0.169,1.000
-1.308,-2.380,-1.061,-1.502,-1.622,0.000
-2.095,-2.475,-1.092,-2.424,-1.483,0.000
-2.093,-1.266,-1.585,-0.291,-1.682,0.000
-1.133,1.179,3.419,2.489,0.273,1.000
0.830,1.674,2.426,0.424,1.168,1.000
-2.950,-0.123,-0.752,-2.644,-1.294,0.000
0.076,-1.543,-1.373,-1.724,-0.145,0.000
-0.528,-2.365,-1.949,-1.502,-2.577,0.000
-0.023,-4.226,-1.815,-0.616,-0.442,0.000
-3.566,-0.557,-1.411,-2.263,-2.350,0.000
1.978,-0.024,0.732,1.823,2.685,1.000
-1.815,-0.173,-1.107,-2.554,-0.749,0.000
1.311,0.774,0.818,1.592,2.037,1.000
3.541,0.678,2.011,1.126,-0.055,1.000
-2.018,-3.627,-0.026,-2.491,-0.651,0.000
-0.888,-1.010,-1.343,-0.439,-1.774,0.000
-0.806,-3.215,-1.184,-3.671,-1.514,0.000
2.668,1.835,1.468,2.243,0.778,1.000
1.326,0.725,1.682,1.205,1.406,1.000
1.061,1.046,2.316,2.513,0.444,1.000
1.889,1.401,1.188,-0.636,1.006,1.000
-1.200,-1.690,-0.854,-0.700,-0.349,0.000
2.432,1.109,2.313,0.680,1.477,1.000
-0.582,-1.194,-0.387,-1.917,-0.109,0.000
1.682,0.421,1.337,0.783,0.459,1.000
-0.797,-1.634,-1.523,0.097,-2.656,0.000
-0.642,1.613,0.333,0.690,1.426,1.000
-2.090,-1.981,-1.287,-0.983,-3.056,0.000
1.236,1.413,1.724,-1.049,0.407,1.000
-0.425,-1.698,-0.782,-0.639,-2.567,0.000
-2.051,-2.367,-2.803,-2.013,-0.422,0.000
-1.352,0.364,2.030,0.101,-0.863,0.000
-1.760,-1.606,-0.950,-0.728,-1.311,0.000
2.230,1.578,2.367,0.891,1.521,1.000
2.325,0.135,0.534,1.674,0.368,1.000
-2.084,-1.902,-1.257,0.010,-0.715,0.000
-2.292,-1.031,-1.128,-3.263,-1.712,0.000
-1.627,-0.299,-1.478,-1.249,-0.645,0.000
-1.107,-2.356,-0.836,-0.658,-3.367,0.000
-1.615,-2.171,-0.896,-1.774,-2.485,0.000
-2.120,-1.454,0.407,-1.976,-2.355,0.000
-2.920,-0.815,-0.271,-2.523,-0.670,0.000
-1.167,-0.712,-2.421,-2.335,-1.369,0.000
0.683,-0.417,0.988,2.393,1.139,1.000
-3.551,-3.471,-2.970,-1.299,-2.528,0.000
-1.807,-2.117,-1.281,-2.085,-0.542,0.000
1.477,2.617,0.429,1.847,1.422,1.000
0.903,0.871,-0.370,1.528,1.118,1.000
2.720,0.201,-0.241,1.395,0.650,1.000
-2.009,-1.061,-1.418,-0.985,-0.960,0.000
-1.412,-0.199,-0.663,-2.923,-2.988,0.000
2.100,1.536,1.094,1.141,0.629,1.000
-1.321,-2.174,-0.832,-0.170,-0.733,0.000
0.919,0.324,2.606,1.737,0.729,1.000
1.212,0.280,0.956,2.385,2.267,1.000
-1.535,-2.029,-1.561,-0.227,-2.511,0.000
2.462,2.736,2.422,3.163,0.502,1.000
1.391,-2.341,-0.554,-0.325,-1.258,0.000
2.430,3.639,2.349,2.751,0.106,1.000
1.364,1.816,0.038,1.395,1.836,1.000
-1.000,-2.358,-1.257,-1.928,-1.054,0.000
2.637,2.637,0.377,2.878,1.951,1.000
0.802,0.820,2.316,2.592,1.911,1.000
2.160,1.859,1.665,1.810,2.300,1.000
-1.608,0.127,-1.603,0.065,-1.270,0.000
1.852,2.544,1.688,3.268,0.019,1.000
1.747,2.759,0.889,3.124,0.719,1.000
-1.169,0.287,-2.640,-1.870,0.925,0.000
3.146,0.999,0.381,2.275,1.245,1.000
-0.377,-1.386,-1.324,-1.350,-1.531,0.000
0.232,0.565,1.085,1.521,1.114,1.000
-0.141,0.486,2.939,1.481,1.240,1.000
-1.119,-1.764,-1.628,-1.102,-2.331,0.000
2.713,3.126,1.734,1.902,0.106,1.000
-1.863,-2.809,-0.588,-1.388,-0.526,0.000
-1.111,-2.915,-3.456,-2.009,-1.672,0.000
-0.201,2.759,1.616,2.717,1.957,1.000
1.459,1.665,1.471,2.300,1.263,1.000
1.683,1.853,2.381,0.027,1.987,1.000
-2.319,-2.469,-1.867,-1.784,-1.398,0.000
4.089,-1.168,4.123,2.634,-0.077,1.000
1.141,1.206,1.509,1.693,2.078,1.000
-0.374,0.748,1.418,1.448,4.992,1.000
-0.820,0.728,-2.050,-1.971,-2.055,0.000
1.536,0.513,0.582,1.606,0.861,1.000
-0.356,3.490,2.171,0.375,0.696,1.000
-2.986,-0.365,-2.467,-1.070,-2.243,0.000
0.808,0.380,3.405,2.339,0.210,1.000
-0.873,-0.788,-2.008,-1.635,-0.221,0.000
1.099,1.631,2.876,0.182,1.325,1.000
-2.094,-0.772,-1.265,-1.746,-0.599,0.000
-1.637,-2.076,-1.778,-3.506,-0.622,0.000
-3.276,-0.066,-0.622,-0.689,-2.994,0.000
1.511,-0.016,0.773,2.050,-0.121,1.000
3.587,2.080,2.384,1.180,2.015,1.000
0.182,-0.731,-2.240,-3.310,-3.637,0.000
-2.024,-1.971,0.630,-2.244,-2.980,0.000
-2.457,-1.678,-3.270,0.457,-1.305,0.000
1.725,3.127,2.670,1.834,2.276,1.000
1.708,3.162,2.104,1.522,3.444,1.000
-1.824,-0.269,-1.626,-0.745,0.629,0.000
-2.443,0.290,-2.130,-1.653,-2.217,0.000
2.110,1.054,0.277,2.736,1.488,1.000
-1.125,-0.706,-1.600,-2.773,-2.783,0.000
0.812,1.424,2.504,1.212,2.369,1.000
0.803,0.702,1.259,1.657,1.320,1.000
0.255,1.391,1.746,-0.538,1.449,1.000
-1.972,-0.838,-0.757,-1.666,-1.734,0.000
-2.676,-0.806,-0.450,-2.824,-2.461,0.000
2.579,0.493,2.078,-0.371,1.092,1.000
1.797,1.257,0.748,3.846,2.561,1.000
-0.356,1.937,2.131,2.035,0.429,1.000
1.873,0.529,0.630,2.916,2.947,1.000
0.502,1.468,-0.503,1.781,-0.130,1.000
-0.873,-2.987,-2.977,-2.234,-1.737,0.000
-3.810,-2.069,-0.432,-2.500,-1.166,0.000
0.705,-0.138,-0.029,-0.267,1.233,1.000
-1.693,-0.759,-2.228,-0.339,-1.899,0.000
1.073,1.163,1.807,1.062,2.941,1.000
-0.974,-1.136,-1.302,-2.284,-1.151,0.000
-1.858,-3.180,-1.515,-0.395,-4.131,0.000
0.682,2.711,-0.455,1.969,1.255,1.000
-2.500,-1.874,-1.843,-2.676,-1.163,0.000
1.929,2.104,0.748,1.305,1.330,1.000
0.722,-1.102,-2.573,-0.571,0.092,0.000
2.301,1.976,2.667,1.168,2.377,1.000
2.625,2.249,0.679,2.501,1.971,1.000
0.754,1.978,1.976,1.395,2.175,1.000
1.915,0.085,-0.675,-0.030,0.990,1.000
-1.038,-1.171,-1.758,-1.674,-0.708,0.000
0.961,0.186,2.149,0.268,1.943,1.000
-1.389,-1.866,-1.992,-0.876,-1.769,0.000
3.024,-0.062,0.852,2.184,2.061,1.000
2.903,1.867,2.384,2.735,3.652,1.000
1.561,2.066,3.227,1.324,2.891,1.000
-0.213,-1.400,-1.923,-1.780,-3.364,0.000
-1.655,-2.041,-1.373,-0.304,-0.617,0.000
-3.034,-1.875,-2.553,-1.147,-1.956,0.000
2.933,2.761,2.053,1.539,1.179,1.000
-0.945,-0.921,-1.319,-3.102,-1.878,0.000
-2.236,0.058,-0.944,-1.654,-3.393,0.000
-2.336,-2.078,-1.025,-1.499,-3.512,0.000
-1.790,-0.884,-2.506,-1.611,-1.481,0.000
2.501,1.143,2.711,1.071,0.067,1.000
-0.922,-1.740,-2.606,-1.508,-2.022,0.000
1.324,1.327,1.901,0.123,1.861,1.000
1.514,1.865,0.073,1.264,2.606,1.000
-1.916,-1.774,-1.828,-0.854,-1.565,0.000
2.762,1.808,1.223,0.050,2.048,1.000
1.781,1.856,0.096,0.535,2.004,1.000
0.755,2.630,0.994,0.568,1.369,1.000
2.537,0.443,1.285,2.071,2.133,1.000
0.664,2.106,2.191,0.132,1.848,1.000
1.437,2.461,1.859,1.487,3.476,1.000
0.853,0.920,2.281,1.429,2.509,1.000
-2.586,-2.874,-0.784,-1.233,-3.848,0.000
-0.636,0.053,-2.085,-4.563,-2.526,0.000
0.058,1.654,0.346,-0.029,1.754,1.000
-0.623,-0.596,-1.606,-2.632,-1.413,0.000
0.777,0.057,0.495,1.028,0.665,1.000
1.023,1.026,0.152,0.922,0.527,1.000
-1.673,-1.205,-1.468,-2.654,-1.224,0.000
-1.097,-1.675,0.781,-1.358,-2.670,0.000
0.839,1.197,2.896,-0.419,0.702,1.000
1.784,1.428,1.616,0.855,1.721,1.000
1.661,1.342,0.136,1.602,0.724,1.000
-0.943,-3.073,-0.965,-1.182,-1.286,0.000
-0.275,-2.488,-1.373,-0.404,-0.429,0.000
3.130,0.894,1.770,3.082,0.615,1.000
0.785,2.740,2.410,1.468,2.081,1.000
-0.568,2.539,1.082,1.072,0.959,1.000
-1.854,-0.444,-0.463,-0.644,-0.621,0.000
2.668,2.358,2.138,4.066,3.732,1.000
-0.883,-1.057,0.022,-2.001,-0.483,0.000
-2.430,-5.881,-3.817,-1.512,-1.685,0.000
-3.508,-1.862,-1.230,-0.505,-2.449,0.000
-1.785,-1.420,0.122,-0.536,-0.855,0.000
1.199,1.342,2.079,3.000,1.757,1.000
1.015,4.169,1.335,0.946,-0.063,1.000
0.963,2.231,0.269,0.766,0.967,1.000
-1.111,-1.748,-0.851,-0.359,-1.987,0.000
2.725,2.661,1.585,-0.190,1.509,1.000
-0.927,-2.930,-2.816,-2.213,-3.053,0.000
-2.046,-3.688,-0.844,-1.043,-1.280,0.000
-1.135,0.144,-1.374,-1.688,-2.296,0.000
-1.040,-0.507,-1.561,-1.114,-3.925,0.000
1.149,0.710,3.077,0.091,2.428,1.000
0.187,1.664,-0.110,0.548,2.854,1.000
1.308,1.538,1.765,0.394,0.651,1.000
-2.657,-2.072,-1.500,-0.665,-1.593,0.000
-0.240,1.488,0.577,0.142,0.647,1.000
0.246,1.123,3.578,2.854,1.321,1.000
-2.352,-2.743,-1.031,-2.207,-0.800,0.000
-3.033,-0.590,-0.402,-2.850,-2.298,0.000
2.008,0.826,1.690,2.406,1.033,1.000
1.340,2.291,1.202,1.924,1.667,1.000
-2.086,-2.716,-1.504,-2.073,-0.243,0.000
1.761,0.280,1.549,1.949,0.734,1.000
0.567,-0.095,0.917,1.146,3.025,1.000
-1.488,1.007,-1.004,-2.130,-1.339,0.000
0.972,2.197,2.484,2.915,0.498,1.000
0.679,2.615,2.863,1.255,1.977,1.000
2.188,1.987,1.706,0.488,1.819,1.000
0.035,-0.504,-0.092,-1.630,-1.761,0.000
2.024,0.134,0.513,2.354,2.500,1.000
1.104,2.499,-0.349,0.403,3.211,1.000
0.560,2.941,0.671,1.566,1.680,1.000
-0.435,-0.708,-1.377,-3.103,-1.778,0.000
1.823,1.284,3.795,1.723,0.551,1.000
-2.194,-3.072,-0.213,-2.544,-3.435,0.000
-0.684,-1.941,-2.126,-3.402,0.007,0.000
-1.512,-2.135,-1.904,-2.174,-3.428,0.000
-1.247,-2.350,-1.744,-1.167,-2.566,0.000
-2.404,-1.669,-2.051,-2.023,0.133,0.000
1.321,-0.187,-0.023,2.060,2.899,1.000
1.485,0.635,1.885,0.693,0.943,1.000
3.641,2.410,3.252,0.647,1.026,1.000
2.423,0.878,1.588,0.329,1.866,1.000
1.709,3.583,4.124,1.157,1.559,1.000
-1.573,-2.510,-1.984,-2.498,-1.188,0.000
-0.782,-2.084,-1.283,-2.243,-1.817,0.000
-1.810,-2.073,-1.474,-0.086,-2.807,0.000
-0.736,-2.340,-0.786,-1.172,-0.453,0.000
0.389,1.563,1.621,2.043,0.791,1.000
0.410,-2.921,-1.471,-3.077,-1.389,0.000
-0.310,-0.446,2.089,1.077,-0.457,1.000
0.671,1.683,0.775,1.354,0.163,1.000
0.845,1.123,2.325,2.524,2.130,1.000
1.354,1.868,2.172,0.510,0.911,1.000
-0.878,-1.200,-1.990,-2.575,-2.168,0.000
-1.182,-1.040,-1.493,-0.176,-3.121,0.000
-0.895,-3.560,-1.749,-2.237,-1.434,0.000
2.059,1.644,0.218,2.507,0.697,1.000
1.934,0.718,1.412,2.540,1.292,1.000
-1.206,-1.342,-1.551,0.800,-1.683,0.000
-0.063,1.065,0.488,-0.054,1.470,1.000
-1.853,-2.459,-0.065,-2.441,-2.001,0.000
2.302,1.272,-0.366,2.002,1.315,1.000
1.225,2.299,4.226,1.759,1.855,1.000
1.630,2.018,4.099,1.194,1.731,1.000
0.985,2.121,1.127,1.690,1.253,1.000
-0.245,-1.935,-0.840,-3.859,-0.776,0.000
1.350,-1.053,1.414,-0.012,-1.335,1.000
1.029,2.428,1.039,1.150,0.045,1.000
1.861,1.586,1.193,3.207,-0.218,1.000
-0.774,-2.000,-2.108,-1.233,-1.353,0.000
-0.885,0.041,2.308,0.376,0.699,1.000
1.170,1.118,1.498,2.191,3.254,1.000
-0.325,3.056,1.648,2.128,1.840,1.000
2.559,1.224,2.834,1.258,1.125,1.000
-0.866,-0.793,-0.287,-0.982,-1.248,0.000
1.734,-0.203,0.355,-3.431,-2.552,0.000
2.385,2.623,2.745,1.523,1.085,1.000
-0.275,-1.234,-1.077,-2.901,-2.617,0.000
1.918,0.944,2.272,0.409,2.269,1.000
0.187,1.702,1.831,1.229,0.933,1.000
-1.039,-0.932,-1.527,-1.648,-1.826,0.000
-2.010,-3.015,0.018,-0.614,-2.681,0.000
1.037,0.436,2.593,2.225,0.505,1.000
2.364,0.545,1.080,2.067,1.667,1.000
1.655,2.492,1.655,0.339,1.770,1.000
-2.203,-2.329,-0.333,-2.393,-1.579,0.000
1.957,1.214,1.072,3.511,1.792,1.000
0.969,1.535,1.378,1.947,2.672,1.000
2.651,0.636,1.770,1.396,-0.263,1.000
-0.702,2.645,1.836,2.840,0.549,1.000
1.740,2.014,-0.295,1.244,2.550,1.000
1.738,1.417,0.896,1.431,3.161,1.000
1.402,1.850,1.617,1.024,-0.058,1.000
-1.212,-1.469,-0.743,-1.380,-2.349,0.000
0.689,1.424,0.052,1.175,1.937,1.000
-1.211,-2.491,-1.251,-1.117,-1.723,0.000
-1.003,-1.938,-0.895,-1.377,-3.601,0.000
2.544,1.290,1.463,0.934,-0.197,1.000
-1.538,-1.201,0.079,-0.774,-1.031,0.000
-0.564,-1.089,-1.089,-0.525,-2.842,0.000
-1.371,-0.498,-1.062,0.374,-1.535,0.000
0.315,1.611,2.170,0.952,1.851,1.000
2.054,2.829,-1.012,1.936,1.895,1.000
-1.570,-0.960,-1.190,-2.409,-2.340,0.000
0.310,2.401,2.578,1.468,2.282,1.000
0.587,0.818,-1.916,-1.028,-1.262,0.000
1.592,2.382,0.681,1.871,1.158,1.000
-0.662,-1.776,-0.807,-1.886,-1.682,0.000
4.789,1.530,0.385,3.087,-0.563,1.000
0.654,2.464,1.463,0.619,1.291,1.000
-0.211,-2.187,-0.530,-2.299,-1.000,0.000
-0.285,-3.885,-2.334,-2.969,-2.238,0.000
-2.371,-0.956,-2.596,-2.387,-3.513,0.000
1.828,0.433,-0.011,1.329,0.091,1.000
-3.173,-1.903,-2.709,-1.861,-0.915,0.000
3.495,0.723,2.298,2.291,2.327,1.000
2.138,0.775,0.201,2.684,1.313,1.000
-1.878,-1.216,-2.208,-0.829,-1.661,0.000
-2.158,-1.560,-2.499,-1.355,-0.320,0.000
1.030,-1.161,-1.318,-1.078,-0.883,0.000
1.357,1.924,-0.003,1.006,2.813,1.000
-2.053,-3.807,-1.444,-1.887,-1.195,0.000
-2.913,-3.104,-2.922,-1.868,-2.885,0.000
3.363,1.896,4.276,1.154,1.208,1.000
1.683,1.684,0.114,3.182,2.429,1.000
-0.366,1.158,1.032,-0.140,2.165,1.000
1.305,3.122,2.328,1.449,2.363,1.000
2.368,0.021,1.723,0.503,1.339,1.000
1.215,1.438,2.257,2.566,0.726,1.000
-1.087,-3.068,-2.146,-2.753,-1.582,0.000
2.328,2.413,2.126,3.001,1.761,1.000
0.559,1.499,0.306,0.868,1.753,1.000
0.711,2.667,2.379,0.583,3.836,1.000
2.084,1.537,0.351,2.813,1.250,1.000
